UID,StateCode,StateName,County,City,Aggregator,PricePerPound,PricePerTon
1651,PR,Puerto Rico,GURABO,Gurabo,Praderas De Navarro,0.4700,940
1652,PR,Puerto Rico,GURABO,Gurabo,URB Llanos De Gurabo,0.5000,1000
1653,PR,Puerto Rico,GURABO,Gurabo,URB Los Flamboyanes,0.5100,1020
1654,PR,Puerto Rico,GURABO,Gurabo,URB Los Robles,0.4900,980
1655,PR,Puerto Rico,GURABO,Gurabo,URB Reina De Los Angeles,0.4800,960
1656,PR,Puerto Rico,GURABO,Gurabo,URB Veredas,0.5800,1160
1657,PR,Puerto Rico,GURABO,Gurabo,Villa Marina,0.4700,940
1658,PR,Puerto Rico,GURABO,Gurabo,Bda Campamento,0.6100,1220
1659,PR,Puerto Rico,GURABO,Gurabo,Ext Llanos De Gurabo,0.4700,940
1660,PR,Puerto Rico,GURABO,Gurabo,Paseo De Santa Barbara,0.5800,1160
1661,PR,Puerto Rico,GURABO,Gurabo,Repto San Jose,0.6400,1280
1662,PR,Puerto Rico,GURABO,Gurabo,URB Horizonte,0.6800,1360
1663,PR,Puerto Rico,GURABO,Gurabo,URB Monte Subacio,0.7000,1400
1664,PR,Puerto Rico,GURABO,Gurabo,URB Sabanera Del Rio,0.6600,1320
1665,PR,Puerto Rico,GURABO,Gurabo,Valle De Ensueno,0.7000,1400
1666,PR,Puerto Rico,GURABO,Gurabo,Valle De Santa Barbara,0.6400,1280
1667,PR,Puerto Rico,GURABO,Gurabo,Villas De Gurabo,0.5300,1060
1668,PR,Puerto Rico,GURABO,Gurabo,Bda Nueva,0.5400,1080
1669,PR,Puerto Rico,GURABO,Gurabo,Ciudad Jardin,0.5000,1000
1670,PR,Puerto Rico,GURABO,Gurabo,URB Campinas De Navarro,0.4500,900
1671,PR,Puerto Rico,GURABO,Gurabo,Valle Del Tesoro,0.4900,980
1672,PR,Puerto Rico,GURABO,Gurabo,Jard De Gurabo,0.6600,1320
1673,PR,Puerto Rico,GURABO,Gurabo,URB Altapaz,0.6300,1260
1674,PR,Puerto Rico,GURABO,Gurabo,URB Gran Vista Ii,0.7000,1400
1675,PR,Puerto Rico,GURABO,Gurabo,URB Paraiso De Gurabo,0.7000,1400
1676,PR,Puerto Rico,GURABO,Gurabo,URB Preciosa,0.4900,980
1677,PR,Puerto Rico,GURABO,Gurabo,Villas Del Carmen,0.4700,940
1678,PR,Puerto Rico,GURABO,Gurabo,Parq Las Americas,0.6300,1260
1679,PR,Puerto Rico,GURABO,Gurabo,URB Bajo Costo,0.6800,1360
1680,PR,Puerto Rico,GURABO,Gurabo,URB Heavenly Vw Est,0.4700,940
1681,PR,Puerto Rico,GURABO,Gurabo,Mans De Navarro,0.6300,1260
1682,PR,Puerto Rico,GURABO,Gurabo,Mans De Santa Barbara,0.6000,1200
1683,PR,Puerto Rico,GURABO,Gurabo,Villa Alegre,0.5200,1040
1684,PR,Puerto Rico,GURABO,Gurabo,Vista Lago,0.5100,1020
1685,PR,Puerto Rico,GURABO,Gurabo,Gurabo,0.6600,1320
1686,PR,Puerto Rico,GURABO,Gurabo,Alt De Montebrisas,0.7000,1400
1687,PR,Puerto Rico,GURABO,Gurabo,Alts De Hato Nuevo,0.4800,960
1688,PR,Puerto Rico,GURABO,Gurabo,Est De Santa Barbara,0.4900,980
1689,PR,Puerto Rico,GURABO,Gurabo,Est Siervas De Maria,0.6300,1260
1690,PR,Puerto Rico,GURABO,Gurabo,Ext Villa Marina,0.5700,1140
1691,PR,Puerto Rico,GURABO,Gurabo,Lomas Del Sol,0.6800,1360
1692,PR,Puerto Rico,GURABO,Gurabo,URB El Vivero,0.6400,1280
1693,PR,Puerto Rico,GURABO,Gurabo,URB Gran Vista I,0.5500,1100
1694,PR,Puerto Rico,GURABO,Gurabo,URB Oreilly,0.4500,900
1695,PR,Puerto Rico,PONCE,Coto Laurel,Bo Verdum,0.4600,920
1696,PR,Puerto Rico,PONCE,Coto Laurel,URB Santa Rita,0.5500,1100
1697,PR,Puerto Rico,PONCE,Coto Laurel,URB Santa Rita 2,0.5600,1120
1698,PR,Puerto Rico,PONCE,Coto Laurel,URB Santa Rita 3,0.6400,1280
1699,PR,Puerto Rico,PONCE,Coto Laurel,Mans Del Sur,0.6600,1320
1700,PR,Puerto Rico,PONCE,Coto Laurel,Villas Del Laurel 1,0.6000,1200
1701,PR,Puerto Rico,PONCE,Coto Laurel,Brisas Del Lago,0.6700,1340
1702,PR,Puerto Rico,PONCE,Coto Laurel,Brisas Del Laurel,0.4700,940
1703,PR,Puerto Rico,PONCE,Coto Laurel,Coto Laurel,0.6800,1360
1704,PR,Puerto Rico,PONCE,Coto Laurel,Est Del Laurel,0.5600,1120
1705,PR,Puerto Rico,PONCE,Coto Laurel,URB Lago Horizonte,0.6300,1260
1706,PR,Puerto Rico,PONCE,Coto Laurel,Haciendas Del Monte,0.6300,1260
1707,PR,Puerto Rico,PONCE,Coto Laurel,URB El Laurel,0.5400,1080
1708,PR,Puerto Rico,PONCE,Coto Laurel,URB Llanos Del Sur,0.5600,1120
1709,PR,Puerto Rico,PONCE,Coto Laurel,Ponce,0.5600,1120
1710,PR,Puerto Rico,PONCE,Coto Laurel,Ext Lago Horizonte,0.5300,1060
1711,PR,Puerto Rico,PONCE,Coto Laurel,URB Laurel Sur,0.5600,1120
1712,PR,Puerto Rico,PONCE,Coto Laurel,URB Sombras Del Real,0.6300,1260
1713,PR,Puerto Rico,PONCE,Coto Laurel,Villas Del Turey,0.6700,1340
1714,PR,Puerto Rico,PONCE,Coto Laurel,Mans Real,0.5300,1060
1715,PR,Puerto Rico,PONCE,Coto Laurel,Villas Del Laurel 2,0.5500,1100
1716,PR,Puerto Rico,COMERIO,Comerio,URB Pasarell,0.7000,1400
1717,PR,Puerto Rico,COMERIO,Comerio,URB Ariel,0.4600,920
1718,PR,Puerto Rico,COMERIO,Comerio,URB La Plata,0.5400,1080
1719,PR,Puerto Rico,COMERIO,Comerio,URB Rio Plata,0.6300,1260
1720,PR,Puerto Rico,COMERIO,Comerio,Comerio,0.6100,1220
1721,PR,Puerto Rico,COMERIO,Comerio,URB La Hacienda,0.5300,1060
1722,PR,Puerto Rico,COMERIO,Comerio,URB Sabana Del Palmar,0.5100,1020
1723,PR,Puerto Rico,COROZAL,Corozal,Bda Sostre,0.6700,1340
1724,PR,Puerto Rico,COROZAL,Corozal,Ext Sylvia,0.5300,1060
1725,PR,Puerto Rico,COROZAL,Corozal,Bo Pueblo,0.4700,940
1726,PR,Puerto Rico,COROZAL,Corozal,Valle De Aramana,0.6200,1240
1727,PR,Puerto Rico,COROZAL,Corozal,Corozal,0.6200,1240
1728,PR,Puerto Rico,COROZAL,Corozal,URB Las Brisas,0.4600,920
1729,PR,Puerto Rico,COROZAL,Corozal,URB San Feliz,0.4800,960
1730,PR,Puerto Rico,COROZAL,Corozal,Colinas De Corozal,0.6300,1260
1731,PR,Puerto Rico,COROZAL,Corozal,Loma Linda,0.4500,900
1732,PR,Puerto Rico,COROZAL,Corozal,URB Maria Del Carmen,0.4900,980
1733,PR,Puerto Rico,COROZAL,Corozal,URB Cibuco,0.5500,1100
1734,PR,Puerto Rico,COROZAL,Corozal,URB Monteverde,0.6500,1300
1735,PR,Puerto Rico,COROZAL,Corozal,Sect Cienagueta,0.5700,1140
1736,PR,Puerto Rico,COROZAL,Corozal,URB Cerromonte,0.6300,1260
1737,PR,Puerto Rico,COROZAL,Corozal,URB Sylvia,0.4700,940
1738,PR,Puerto Rico,COROZAL,Corozal,URB El Centro,0.5600,1120
1739,PR,Puerto Rico,COROZAL,Corozal,URB Monterey,0.7000,1400
1740,PR,Puerto Rico,COROZAL,Corozal,URB Sobrino,0.6200,1240
1741,PR,Puerto Rico,GUAYAMA,Guayama,Alts Del Olimpo,0.5900,1180
1742,PR,Puerto Rico,GUAYAMA,Guayama,Comunidad Miramar,0.4700,940
1743,PR,Puerto Rico,GUAYAMA,Guayama,Comunidad San Martin,0.5900,1180
1744,PR,Puerto Rico,GUAYAMA,Guayama,Valles De Guayama,0.6400,1280
1745,PR,Puerto Rico,GUAYAMA,Guayama,Villa Rosa,0.6200,1240
1746,PR,Puerto Rico,GUAYAMA,Guayama,Jard De Monte Olivo,0.7000,1400
1747,PR,Puerto Rico,GUAYAMA,Guayama,URB Guayama Valley,0.5000,1000
1748,PR,Puerto Rico,GUAYAMA,Guayama,Bda Blondet,0.6000,1200
1749,PR,Puerto Rico,GUAYAMA,Guayama,Bo Machete,0.5900,1180
1750,PR,Puerto Rico,GUAYAMA,Guayama,Guayama,0.5600,1120
1751,PR,Puerto Rico,GUAYAMA,Guayama,Bo Olimpo,0.6300,1260
1752,PR,Puerto Rico,GUAYAMA,Guayama,Brisas Del Mar,0.4700,940
1753,PR,Puerto Rico,GUAYAMA,Guayama,Comunidad Puente Jobos,0.5000,1000
1754,PR,Puerto Rico,GUAYAMA,Guayama,URB Camino De La Princesa,0.4900,980
1755,PR,Puerto Rico,GUAYAMA,Guayama,URB Caribe Mar,0.6400,1280
1756,PR,Puerto Rico,GUAYAMA,Guayama,URB Vistamar 3,0.5500,1100
1757,PR,Puerto Rico,GUAYAMA,Guayama,Villa Rosa 2,0.4500,900
1758,PR,Puerto Rico,GUAYAMA,Guayama,Villa Rosa 3,0.6900,1380
1759,PR,Puerto Rico,GUAYAMA,Guayama,URB La Hacienda,0.5800,1160
1760,PR,Puerto Rico,GUAYAMA,Guayama,URB Algarrobos,0.6000,1200
1761,PR,Puerto Rico,GUAYAMA,Guayama,URB Bello Horizonte,0.6400,1280
1762,PR,Puerto Rico,GUAYAMA,Guayama,URB El Legado Golf Resort,0.5700,1140
1763,PR,Puerto Rico,GUAYAMA,Guayama,URB Vives,0.4700,940
1764,PR,Puerto Rico,GUAYAMA,Guayama,Villa Rosa 1,0.5500,1100
1765,PR,Puerto Rico,GUAYAMA,Guayama,Bda Marin,0.6700,1340
1766,PR,Puerto Rico,GUAYAMA,Guayama,Brisas Del Mar Elderly,0.5600,1120
1767,PR,Puerto Rico,GUAYAMA,Guayama,Chalets De Brisas Del Mar,0.6300,1260
1768,PR,Puerto Rico,GUAYAMA,Guayama,Hacienda Guamani,0.4900,980
1769,PR,Puerto Rico,GUAYAMA,Guayama,Parc Nueva Olimpo,0.4900,980
1770,PR,Puerto Rico,GUAYAMA,Guayama,URB Costa Azul,0.5000,1000
1771,PR,Puerto Rico,GUAYAMA,Guayama,URB Vistamar,0.5100,1020
1772,PR,Puerto Rico,GUAYAMA,Guayama,Bda Borinquen,0.6300,1260
1773,PR,Puerto Rico,GUAYAMA,Guayama,Bda Santa Ana,0.5400,1080
1774,PR,Puerto Rico,GUAYAMA,Guayama,Hacienda Jazmin,0.6500,1300
1775,PR,Puerto Rico,GUAYAMA,Guayama,Jard De Guamani,0.4500,900
1776,PR,Puerto Rico,GUAYAMA,Guayama,Res Valles De Guayama,0.5100,1020
1777,PR,Puerto Rico,GUAYAMA,Guayama,URB Dorado,0.4600,920
1778,PR,Puerto Rico,GUAYAMA,Guayama,URB Green Hls,0.5300,1060
1779,PR,Puerto Rico,GUAYAMA,Guayama,URB Rexmanor,0.6400,1280
1780,PR,Puerto Rico,GUAYAMA,Guayama,URB Villamar,0.5200,1040
1781,PR,Puerto Rico,GUAYAMA,Guayama,Villa Universitaria,0.5900,1180
1782,PR,Puerto Rico,AIBONITO,La Plata,La Plata,0.5200,1040
1783,PR,Puerto Rico,HUMACAO,Humacao,Ext Roig,0.5000,1000
1784,PR,Puerto Rico,HUMACAO,Humacao,Parq De Candelero,0.6100,1220
1785,PR,Puerto Rico,HUMACAO,Humacao,Repto San Felipe,0.6700,1340
1786,PR,Puerto Rico,HUMACAO,Humacao,URB San Antonio,0.5700,1140
1787,PR,Puerto Rico,HUMACAO,Humacao,URB Sunrise,0.4500,900
1788,PR,Puerto Rico,HUMACAO,Humacao,Humacao,0.5200,1040
1789,PR,Puerto Rico,HUMACAO,Humacao,Bda Obrera,0.4600,920
1790,PR,Puerto Rico,HUMACAO,Humacao,Jard De Humacao,0.5400,1080
1791,PR,Puerto Rico,HUMACAO,Humacao,Mans Del Caribe,0.5700,1140
1792,PR,Puerto Rico,HUMACAO,Humacao,URB La Estancia,0.5800,1160
1793,PR,Puerto Rico,HUMACAO,Humacao,URB La Patagonia,0.5000,1000
1794,PR,Puerto Rico,HUMACAO,Humacao,URB Mabu,0.6500,1300
1795,PR,Puerto Rico,HUMACAO,Humacao,URB Palmanova,0.5200,1040
1796,PR,Puerto Rico,HUMACAO,Humacao,URB Palmas Plantation,0.6000,1200
1797,PR,Puerto Rico,HUMACAO,Humacao,URB Palmas Reales,0.6300,1260
1798,PR,Puerto Rico,HUMACAO,Humacao,Villa Humacao,0.6600,1320
1799,PR,Puerto Rico,HUMACAO,Humacao,Villas De Candelero,0.6600,1320
1800,PR,Puerto Rico,HUMACAO,Humacao,Vista Alegre,0.6900,1380
1801,PR,Puerto Rico,HUMACAO,Humacao,Alts De San Benito,0.7000,1400
1802,PR,Puerto Rico,HUMACAO,Humacao,URB Las Leandras,0.5100,1020
1803,PR,Puerto Rico,HUMACAO,Humacao,URB Pereyo,0.4900,980
1804,PR,Puerto Rico,HUMACAO,Humacao,Ciudad Cristiana,0.4700,940
1805,PR,Puerto Rico,HUMACAO,Humacao,Est De La Loma,0.6800,1360
1806,PR,Puerto Rico,HUMACAO,Humacao,URB El Recreo,0.4500,900
1807,PR,Puerto Rico,HUMACAO,Humacao,URB Los Sauces,0.5500,1100
1808,PR,Puerto Rico,HUMACAO,Humacao,Qtas De Humacao,0.5900,1180
1809,PR,Puerto Rico,HUMACAO,Humacao,URB Buzo,0.6500,1300
1810,PR,Puerto Rico,HUMACAO,Humacao,Vista Hermosa,0.5300,1060
1811,PR,Puerto Rico,HUMACAO,Humacao,URB Los Rosales,0.5200,1040
1812,PR,Puerto Rico,HUMACAO,Humacao,URB San Francisco,0.6000,1200
1813,PR,Puerto Rico,HUMACAO,Humacao,Bda Azucena,0.5400,1080
1814,PR,Puerto Rico,HUMACAO,Humacao,Bda Praa,0.6800,1360
1815,PR,Puerto Rico,HUMACAO,Humacao,Colinas Del Este,0.5100,1020
1816,PR,Puerto Rico,HUMACAO,Humacao,Ext Cotto Mabu,0.4800,960
1817,PR,Puerto Rico,HUMACAO,Humacao,URB Los Maestros,0.6500,1300
1818,PR,Puerto Rico,HUMACAO,Humacao,URB Rivera Donato,0.6300,1260
1819,PR,Puerto Rico,HUMACAO,Humacao,Villas Del Rio,0.5700,1140
1820,PR,Puerto Rico,HUMACAO,Humacao,Ext San Antonio,0.6300,1260
1821,PR,Puerto Rico,HUMACAO,Humacao,Plaza Del Mar,0.4500,900
1822,PR,Puerto Rico,HUMACAO,Humacao,URB El Paraiso,0.6900,1380
1823,PR,Puerto Rico,HUMACAO,Humacao,URB Miradero,0.5300,1060
1824,PR,Puerto Rico,HUMACAO,Humacao,Villa Oriente,0.7000,1400
1825,PR,Puerto Rico,HUMACAO,Humacao,Villa Universitaria,0.4700,940
1826,PR,Puerto Rico,BARRANQUITAS,Barranquitas,Barranquitas,0.6700,1340
1827,PR,Puerto Rico,BARRANQUITAS,Barranquitas,Bda Alemania,0.4700,940
1828,PR,Puerto Rico,BARRANQUITAS,Barranquitas,URB San Cristobal,0.4500,900
1829,PR,Puerto Rico,BARRANQUITAS,Barranquitas,Vistas De Montecielo,0.5200,1040
1830,PR,Puerto Rico,JUANA DIAZ,Juana Diaz,Alts Del Encanto,0.7000,1400
1831,PR,Puerto Rico,JUANA DIAZ,Juana Diaz,Brisas Del Valle,0.6800,1360
1832,PR,Puerto Rico,JUANA DIAZ,Juana Diaz,URB Las Flores,0.4600,920
1833,PR,Puerto Rico,JUANA DIAZ,Juana Diaz,URB Los Reyes,0.7000,1400
1834,PR,Puerto Rico,JUANA DIAZ,Juana Diaz,URB Palacios Del Prado,0.7000,1400
1835,PR,Puerto Rico,JUANA DIAZ,Juana Diaz,Villa El Encanto,0.5600,1120
1836,PR,Puerto Rico,JUANA DIAZ,Juana Diaz,Juana Diaz,0.6600,1320
1837,PR,Puerto Rico,JUANA DIAZ,Juana Diaz,Ext Del Carmen,0.7000,1400
1838,PR,Puerto Rico,JUANA DIAZ,Juana Diaz,Portal Del Valle,0.5300,1060
1839,PR,Puerto Rico,JUANA DIAZ,Juana Diaz,URB Monte Sol,0.4800,960
1840,PR,Puerto Rico,JUANA DIAZ,Juana Diaz,URB San Martin,0.4800,960
1841,PR,Puerto Rico,JUANA DIAZ,Juana Diaz,Valle Hucares,0.5300,1060
1842,PR,Puerto Rico,JUANA DIAZ,Juana Diaz,Est Del Rio,0.6700,1340
1843,PR,Puerto Rico,JUANA DIAZ,Juana Diaz,URB Hermanos Santiago,0.6000,1200
1844,PR,Puerto Rico,JUANA DIAZ,Juana Diaz,Est De Juana Diaz,0.6300,1260
1845,PR,Puerto Rico,JUANA DIAZ,Juana Diaz,Ext Jacaguax,0.5300,1060
1846,PR,Puerto Rico,JUANA DIAZ,Juana Diaz,Hacienda Las Vegas,0.5800,1160
1847,PR,Puerto Rico,JUANA DIAZ,Juana Diaz,Colinas De San Martin,0.6800,1360
1848,PR,Puerto Rico,JUANA DIAZ,Juana Diaz,URB La Esperanza,0.4700,940
1849,PR,Puerto Rico,JUANA DIAZ,Juana Diaz,Villa Norma,0.6100,1220
1850,PR,Puerto Rico,JUANA DIAZ,Juana Diaz,Ext Las Flores,0.6900,1380
1851,PR,Puerto Rico,JUANA DIAZ,Juana Diaz,Jard De Santo Domingo,0.6900,1380
1852,PR,Puerto Rico,JUANA DIAZ,Juana Diaz,Paseo Sol Y Mar,0.4900,980
1853,PR,Puerto Rico,JUANA DIAZ,Juana Diaz,URB Las Marias,0.6100,1220
1854,PR,Puerto Rico,JUANA DIAZ,Juana Diaz,URB Las Quintas,0.6500,1300
1855,PR,Puerto Rico,JUANA DIAZ,Juana Diaz,Valle Serreno,0.5800,1160
1856,PR,Puerto Rico,JUANA DIAZ,Juana Diaz,Brisas Del Sur,0.5700,1140
1857,PR,Puerto Rico,JUANA DIAZ,Juana Diaz,Est El Guayabal,0.5300,1060
1858,PR,Puerto Rico,JUANA DIAZ,Juana Diaz,Ext Las Marias,0.7000,1400
1859,PR,Puerto Rico,JUANA DIAZ,Juana Diaz,Mans En Paseo De Reyes,0.6200,1240
1860,PR,Puerto Rico,JUANA DIAZ,Juana Diaz,Sect Las Flores,0.5800,1160
1861,PR,Puerto Rico,JUANA DIAZ,Juana Diaz,URB Del Carmen,0.6600,1320
1862,PR,Puerto Rico,JUANA DIAZ,Juana Diaz,URB Jacaguax,0.5300,1060
1863,PR,Puerto Rico,JUANA DIAZ,Juana Diaz,URB Tomas Carrion Maduro,0.5900,1180
1864,PR,Puerto Rico,JUANA DIAZ,Juana Diaz,Colinas Del Prado,0.6800,1360
1865,PR,Puerto Rico,JUANA DIAZ,Juana Diaz,Paseo Del Parque,0.4900,980
1866,PR,Puerto Rico,JUANA DIAZ,Juana Diaz,Qtas De Altamira,0.5600,1120
1867,PR,Puerto Rico,JUANA DIAZ,Juana Diaz,URB Camino Real,0.5900,1180
1868,PR,Puerto Rico,JUANA DIAZ,Juana Diaz,URB San Martin Ii,0.6100,1220
1869,PR,Puerto Rico,JUANA DIAZ,Juana Diaz,Villas Del Sol,0.5800,1160
1870,VI,Virgin Islands,SAINT THOMAS,St Thomas,Charlotte Amalie,0.4600,920
1871,VI,Virgin Islands,SAINT THOMAS,St Thomas,Charlotte Ama,0.4700,940
1872,VI,Virgin Islands,SAINT THOMAS,St Thomas,St Thomas,0.6600,1320
1873,VI,Virgin Islands,SAINT CROIX,Christiansted,Christiansted,0.6300,1260
1874,VI,Virgin Islands,SAINT CROIX,Christiansted,St Croix,0.4500,900
1875,VI,Virgin Islands,SAINT JOHN,St John,Cruz Bay,0.5600,1120
1876,VI,Virgin Islands,SAINT JOHN,St John,St John,0.4700,940
1877,VI,Virgin Islands,SAINT CROIX,Frederiksted,Frederiksted,0.5900,1180
1878,VI,Virgin Islands,SAINT CROIX,Kingshill,Kingshill,0.5900,1180
1879,PR,Puerto Rico,SAN JUAN,San Juan,Viejo San Juan,0.5300,1060
1880,PR,Puerto Rico,SAN JUAN,San Juan,Viejo Sn Juan,0.5900,1180
1881,PR,Puerto Rico,SAN JUAN,San Juan,Old San Juan,0.6400,1280
1882,PR,Puerto Rico,SAN JUAN,San Juan,San Juan,0.6400,1280
1883,PR,Puerto Rico,SAN JUAN,San Juan,Pta De Tierra,0.5400,1080
1884,PR,Puerto Rico,SAN JUAN,San Juan,Puerta De Tierra,0.5500,1100
1885,PR,Puerto Rico,SAN JUAN,San Juan,Bda Figueroa,0.4900,980
1886,PR,Puerto Rico,SAN JUAN,San Juan,Miramar,0.4700,940
1887,PR,Puerto Rico,SAN JUAN,San Juan,Santurce,0.6400,1280
1888,PR,Puerto Rico,SAN JUAN,San Juan,Condado,0.4700,940
1889,PR,Puerto Rico,SAN JUAN,San Juan,Santurce Station,0.6500,1300
1890,PR,Puerto Rico,SAN JUAN,San Juan,Fernandez Juncos,0.5300,1060
1891,PR,Puerto Rico,SAN JUAN,San Juan,Fdez Juncos,0.5400,1080
1892,PR,Puerto Rico,SAN JUAN,San Juan,Minillas,0.6100,1220
1893,PR,Puerto Rico,SAN JUAN,San Juan,URB Hipodromo,0.5700,1140
1894,PR,Puerto Rico,SAN JUAN,San Juan,Loiza Street,0.5500,1100
1895,PR,Puerto Rico,SAN JUAN,San Juan,Isla Verde,0.6300,1260
1896,PR,Puerto Rico,SAN JUAN,San Juan,Sect Cantera,0.5800,1160
1897,PR,Puerto Rico,SAN JUAN,San Juan,Bo Obrero,0.6900,1380
1898,PR,Puerto Rico,SAN JUAN,San Juan,Barrio Obrero,0.4600,920
1899,PR,Puerto Rico,SAN JUAN,San Juan,Bda Buena Vista,0.5800,1160
1900,PR,Puerto Rico,SAN JUAN,San Juan,Sect La Playita,0.6800,1360
1901,PR,Puerto Rico,SAN JUAN,San Juan,Sect El Relincho,0.6700,1340
1902,PR,Puerto Rico,SAN JUAN,San Juan,URB El Prado,0.4500,900
1903,PR,Puerto Rico,SAN JUAN,San Juan,URB Perez Morris,0.5200,1040
1904,PR,Puerto Rico,SAN JUAN,San Juan,URB Davila & Llenza,0.7000,1400
1905,PR,Puerto Rico,SAN JUAN,San Juan,Bda Israel,0.6300,1260
1906,PR,Puerto Rico,SAN JUAN,San Juan,URB Floral Park,0.6800,1360
1907,PR,Puerto Rico,SAN JUAN,San Juan,URB Umpierre,0.5700,1140
1908,PR,Puerto Rico,SAN JUAN,San Juan,Hato Rey,0.5200,1040
1909,PR,Puerto Rico,SAN JUAN,San Juan,Bda Las Monjas,0.6400,1280
1910,PR,Puerto Rico,SAN JUAN,San Juan,Bda Bitumul,0.5700,1140
1911,PR,Puerto Rico,SAN JUAN,San Juan,URB Pinero,0.4700,940
1912,PR,Puerto Rico,SAN JUAN,San Juan,URB Quintana,0.6600,1320
1913,PR,Puerto Rico,SAN JUAN,San Juan,URB El Vedado,0.6600,1320
1914,PR,Puerto Rico,SAN JUAN,San Juan,URB Los Ingenieros,0.5300,1060
1915,PR,Puerto Rico,SAN JUAN,San Juan,Bda Tokio,0.6400,1280
1916,PR,Puerto Rico,SAN JUAN,San Juan,URB Baldrich,0.6000,1200
1917,PR,Puerto Rico,SAN JUAN,San Juan,Villa Pica,0.5800,1160
1918,PR,Puerto Rico,SAN JUAN,San Juan,Parq Central,0.6800,1360
1919,PR,Puerto Rico,SAN JUAN,San Juan,URB Jb Huyke,0.6100,1220
1920,PR,Puerto Rico,SAN JUAN,San Juan,URB Los Maestros,0.6100,1220
1921,PR,Puerto Rico,SAN JUAN,San Juan,URB Hyde Pk,0.5400,1080
1922,PR,Puerto Rico,SAN JUAN,San Juan,URB Roosevelt,0.6800,1360
1923,PR,Puerto Rico,SAN JUAN,San Juan,Ext Roosevelt,0.7000,1400
1924,PR,Puerto Rico,SAN JUAN,San Juan,Puerto Nuevo,0.6000,1200
1925,PR,Puerto Rico,SAN JUAN,San Juan,Pto Nuevo,0.5700,1140
1926,PR,Puerto Rico,SAN JUAN,San Juan,URB Puerto Nuevo,0.4700,940
1927,PR,Puerto Rico,SAN JUAN,San Juan,URB Caparra Hts,0.6800,1360
1928,PR,Puerto Rico,SAN JUAN,San Juan,URB Summit Hls,0.4500,900
1929,PR,Puerto Rico,SAN JUAN,San Juan,Caparra,0.6200,1240
1930,PR,Puerto Rico,SAN JUAN,San Juan,Caparra Terrace,0.6500,1300
1931,PR,Puerto Rico,SAN JUAN,San Juan,Bechara Ind Park,0.6700,1340
1932,PR,Puerto Rico,SAN JUAN,San Juan,URB San Patricio,0.4900,980
1933,PR,Puerto Rico,SAN JUAN,San Juan,Rio Piedras,0.6500,1300
1934,PR,Puerto Rico,SAN JUAN,San Juan,Monterrey Ind Park,0.5100,1020
1935,PR,Puerto Rico,SAN JUAN,San Juan,Villa Borinquen,0.5200,1040
1936,PR,Puerto Rico,SAN JUAN,San Juan,Caparra Hills,0.6000,1200
1937,PR,Puerto Rico,SAN JUAN,San Juan,Caparra Ter,0.5700,1140
1938,PR,Puerto Rico,SAN JUAN,San Juan,Mario Julia Ind Park,0.6800,1360
1939,PR,Puerto Rico,SAN JUAN,San Juan,San Miguel Ind Park,0.6600,1320
1940,PR,Puerto Rico,SAN JUAN,San Juan,URB Altamira,0.5900,1180
1941,PR,Puerto Rico,SAN JUAN,San Juan,College Park,0.6100,1220
1942,PR,Puerto Rico,SAN JUAN,San Juan,Repto Landrau,0.5800,1160
1943,PR,Puerto Rico,SAN JUAN,San Juan,URB Altamesa,0.5800,1160
1944,PR,Puerto Rico,SAN JUAN,San Juan,Parq De San Ignacio,0.6700,1340
1945,PR,Puerto Rico,SAN JUAN,San Juan,URB La Riviera,0.6200,1240
1946,PR,Puerto Rico,SAN JUAN,San Juan,Villa Magna,0.5400,1080
1947,PR,Puerto Rico,SAN JUAN,San Juan,URB Coop V Borinquen,0.5000,1000
1948,PR,Puerto Rico,SAN JUAN,San Juan,URB La Riviera Ind Park,0.6200,1240
1949,PR,Puerto Rico,SAN JUAN,San Juan,URB College Park Iv,0.6000,1200
1950,PR,Puerto Rico,SAN JUAN,San Juan,URB Santiago Iglesias,0.7000,1400
1951,PR,Puerto Rico,SAN JUAN,San Juan,URB Caparra Terr,0.6800,1360
1952,PR,Puerto Rico,SAN JUAN,San Juan,URB Las Lomas,0.6300,1260
1953,PR,Puerto Rico,SAN JUAN,San Juan,Repto Metropolitano,0.6100,1220
1954,PR,Puerto Rico,SAN JUAN,San Juan,URB Las Americas,0.6500,1300
1955,PR,Puerto Rico,SAN JUAN,San Juan,Villa El Salvador,0.4800,960
1956,PR,Puerto Rico,SAN JUAN,San Juan,65th Infantry,0.6700,1340
1957,PR,Puerto Rico,SAN JUAN,San Juan,URB San Jose,0.5800,1160
1958,PR,Puerto Rico,SAN JUAN,San Juan,Villa Granada,0.5300,1060
1959,PR,Puerto Rico,SAN JUAN,San Juan,URB Dos Pinos Townhouse,0.4500,900
1960,PR,Puerto Rico,SAN JUAN,San Juan,URB Open Land,0.6400,1280
1961,PR,Puerto Rico,SAN JUAN,San Juan,Vista Del Cano,0.5800,1160
1962,PR,Puerto Rico,SAN JUAN,San Juan,Repto America,0.6000,1200
1963,PR,Puerto Rico,SAN JUAN,San Juan,URB Victoria,0.6500,1300
1964,PR,Puerto Rico,SAN JUAN,San Juan,URB Matienzo Cintron,0.6200,1240
1965,PR,Puerto Rico,SAN JUAN,San Juan,URB Valencia,0.4500,900
1966,PR,Puerto Rico,SAN JUAN,San Juan,Repto San Jose,0.6000,1200
1967,PR,Puerto Rico,SAN JUAN,San Juan,URB San Agustin,0.5900,1180
