UID,StateCode,StateName,County,City,Aggregator,PricePerPound,PricePerTon
62091,WA,Washington,PIERCE,Longbranch,Longbranch,0.5500,1100
62092,WA,Washington,PIERCE,Sumner,Sumner,0.5800,1160
62093,WA,Washington,PIERCE,REI,Rei,0.6400,1280
62094,WA,Washington,PIERCE,Sumner,Recreational Equipment Inc,0.5500,1100
62095,WA,Washington,KITSAP,Manchester,Manchester,0.5800,1160
62096,WA,Washington,PIERCE,Milton,Milton,0.5300,1060
62097,WA,Washington,LEWIS,Mineral,Carlson,0.6800,1360
62098,WA,Washington,LEWIS,Mineral,Mineral,0.4900,980
62099,WA,Washington,LEWIS,Morton,Lindberg,0.6700,1340
62100,WA,Washington,LEWIS,Morton,Morton,0.6600,1320
62101,WA,Washington,CLALLAM,Neah Bay,Makah AFB,0.4900,980
62102,WA,Washington,CLALLAM,Neah Bay,Neah Bay,0.4500,900
62103,WA,Washington,CLALLAM,Neah Bay,Cape Flattery,0.6400,1280
62104,WA,Washington,CLALLAM,Neah Bay,Tatoosh Island,0.5700,1140
62105,WA,Washington,CLALLAM,Neah Bay,Tatoosh Is,0.4500,900
62106,WA,Washington,JEFFERSON,Nordland,Marrowstone Is,0.5100,1020
62107,WA,Washington,JEFFERSON,Nordland,Indian Island,0.5900,1180
62108,WA,Washington,JEFFERSON,Nordland,Marrowstone Island,0.5400,1080
62109,WA,Washington,JEFFERSON,Nordland,Nordland,0.4800,960
62110,WA,Washington,JEFFERSON,Nordland,Fort Flagler,0.6200,1240
62111,WA,Washington,JEFFERSON,Nordland,Ft Flagler,0.5900,1180
62112,WA,Washington,JEFFERSON,Nordland,Indian Is,0.7000,1400
62113,WA,Washington,KITSAP,Olalla,Olalla,0.7000,1400
62114,WA,Washington,KITSAP,Olalla,Fragaria,0.4900,980
62115,WA,Washington,KITSAP,Olalla,Olalla Valley,0.5600,1120
62116,WA,Washington,PIERCE,Orting,Orting,0.5500,1100
62117,WA,Washington,PIERCE,Orting,Electron,0.5700,1140
62118,WA,Washington,PIERCE,Orting,Ohop,0.5500,1100
62119,WA,Washington,PIERCE,Orting,Crocker,0.6700,1340
62120,WA,Washington,LEWIS,Packwood,Packwood,0.5700,1140
62121,WA,Washington,CLALLAM,Port Angeles,Gales Addition,0.6000,1200
62122,WA,Washington,CLALLAM,Port Angeles,Pt Angeles,0.5700,1140
62123,WA,Washington,CLALLAM,Port Angeles,Mount Pleasant,0.5000,1000
62124,WA,Washington,CLALLAM,Port Angeles,Lake Crescent,0.5600,1120
62125,WA,Washington,CLALLAM,Port Angeles,Sol Duc Hot Springs,0.5100,1020
62126,WA,Washington,CLALLAM,Port Angeles,Maple Grove,0.6900,1380
62127,WA,Washington,CLALLAM,Port Angeles,Physt,0.6600,1320
62128,WA,Washington,CLALLAM,Port Angeles,Agnew,0.6500,1300
62129,WA,Washington,CLALLAM,Port Angeles,Fairholm,0.6000,1200
62130,WA,Washington,CLALLAM,Port Angeles,Port Angeles,0.6600,1320
62131,WA,Washington,CLALLAM,Port Angeles,Prt Angeles,0.6700,1340
62132,WA,Washington,KITSAP,Port Gamble,Port Gamble,0.6300,1260
62133,WA,Washington,KITSAP,Port Gamble,Little Boston,0.4900,980
62134,WA,Washington,JEFFERSON,Port Ludlow,Port Ludlow,0.6100,1220
62135,WA,Washington,JEFFERSON,Port Ludlow,Port Hadlock,0.6500,1300
62136,WA,Washington,KITSAP,Port Orchard,Fernwood,0.5200,1040
62137,WA,Washington,KITSAP,Port Orchard,Long Lake,0.6300,1260
62138,WA,Washington,KITSAP,Port Orchard,Lake Holiday,0.5100,1020
62139,WA,Washington,KITSAP,Port Orchard,Orchard Heights,0.7000,1400
62140,WA,Washington,KITSAP,Port Orchard,Waterman,0.5200,1040
62141,WA,Washington,KITSAP,Port Orchard,Overlook,0.4900,980
62142,WA,Washington,KITSAP,Port Orchard,Parkwood,0.5800,1160
62143,WA,Washington,KITSAP,Port Orchard,Pt Orchard,0.6900,1380
62144,WA,Washington,KITSAP,Port Orchard,Colby,0.6100,1220
62145,WA,Washington,KITSAP,Port Orchard,East Port Orchard,0.5200,1040
62146,WA,Washington,KITSAP,Port Orchard,Horseshoe Lake,0.5900,1180
62147,WA,Washington,KITSAP,Port Orchard,S Park Vil,0.5100,1020
62148,WA,Washington,KITSAP,Port Orchard,Forest City,0.5200,1040
62149,WA,Washington,KITSAP,Port Orchard,S Park Vlg,0.5400,1080
62150,WA,Washington,KITSAP,Port Orchard,View Park,0.5300,1060
62151,WA,Washington,KITSAP,Port Orchard,Wye Lake,0.5700,1140
62152,WA,Washington,KITSAP,Port Orchard,South Park Village,0.5200,1040
62153,WA,Washington,KITSAP,Port Orchard,Annapolis,0.5600,1120
62154,WA,Washington,KITSAP,Port Orchard,Colchester,0.5100,1020
62155,WA,Washington,KITSAP,Port Orchard,Sunnyslope,0.6100,1220
62156,WA,Washington,KITSAP,Port Orchard,Wautauga Beach,0.4800,960
62157,WA,Washington,KITSAP,Port Orchard,Port Orchard,0.6400,1280
62158,WA,Washington,KITSAP,Port Orchard,Harper,0.5300,1060
62159,WA,Washington,JEFFERSON,Port Townsend,Beckett Point,0.4900,980
62160,WA,Washington,JEFFERSON,Port Townsend,Glen Cove,0.6400,1280
62161,WA,Washington,JEFFERSON,Port Townsend,Townsend,0.5900,1180
62162,WA,Washington,JEFFERSON,Port Townsend,Discovery Bay,0.6000,1200
62163,WA,Washington,JEFFERSON,Port Townsend,Ft Worden,0.5100,1020
62164,WA,Washington,JEFFERSON,Port Townsend,Protection Island,0.6600,1320
62165,WA,Washington,JEFFERSON,Port Townsend,Fort Worden,0.4900,980
62166,WA,Washington,JEFFERSON,Port Townsend,Leland,0.6000,1200
62167,WA,Washington,JEFFERSON,Port Townsend,Pt Townsend,0.4500,900
62168,WA,Washington,JEFFERSON,Port Townsend,Adelma Beach,0.4800,960
62169,WA,Washington,JEFFERSON,Port Townsend,Mats Mats,0.6800,1360
62170,WA,Washington,JEFFERSON,Port Townsend,Protection Is,0.6800,1360
62171,WA,Washington,JEFFERSON,Port Townsend,Port Townsend,0.7000,1400
62172,WA,Washington,KITSAP,Poulsbo,Sandy Hook Park,0.5100,1020
62173,WA,Washington,KITSAP,Poulsbo,Breidablick,0.6400,1280
62174,WA,Washington,KITSAP,Poulsbo,Virginia,0.5200,1040
62175,WA,Washington,KITSAP,Poulsbo,Lofall,0.6000,1200
62176,WA,Washington,KITSAP,Poulsbo,Pearson,0.5400,1080
62177,WA,Washington,KITSAP,Poulsbo,Lemolo,0.6900,1380
62178,WA,Washington,KITSAP,Poulsbo,Poulsbo,0.5900,1180
62179,WA,Washington,KITSAP,Poulsbo,Central Valley,0.4500,900
62180,WA,Washington,KITSAP,Poulsbo,Island Lake,0.6000,1200
62181,WA,Washington,KITSAP,Poulsbo,Scandia,0.6800,1360
62182,WA,Washington,PIERCE,Puyallup,Alderton,0.5100,1020
62183,WA,Washington,PIERCE,Puyallup,Jovita,0.5900,1180
62184,WA,Washington,PIERCE,Puyallup,Summit,0.5200,1040
62185,WA,Washington,PIERCE,Puyallup,Firwood,0.4800,960
62186,WA,Washington,PIERCE,Puyallup,Edgewood,0.5000,1000
62187,WA,Washington,PIERCE,Puyallup,Puy,0.6900,1380
62188,WA,Washington,PIERCE,Puyallup,Maplewood,0.5600,1120
62189,WA,Washington,PIERCE,Puyallup,Meeker,0.6100,1220
62190,WA,Washington,PIERCE,Puyallup,Puyallup,0.5900,1180
62191,WA,Washington,PIERCE,Puyallup,South Hill,0.5400,1080
62192,WA,Washington,JEFFERSON,Quilcene,East Quilcene,0.6500,1300
62193,WA,Washington,JEFFERSON,Quilcene,Center,0.6900,1380
62194,WA,Washington,JEFFERSON,Quilcene,Quilcene,0.4500,900
62195,WA,Washington,JEFFERSON,Quilcene,Mount Walker,0.5500,1100
62196,WA,Washington,JEFFERSON,Quilcene,Dabob,0.6400,1280
62197,WA,Washington,LEWIS,Randle,Randle,0.5200,1040
62198,WA,Washington,KITSAP,Retsil,Retsil,0.5000,1000
62199,WA,Washington,KITSAP,Seabeck,Miami Beach,0.4700,940
62200,WA,Washington,KITSAP,Seabeck,Seabeck,0.5800,1160
62201,WA,Washington,KITSAP,Seabeck,Maple Beach,0.5500,1100
62202,WA,Washington,CLALLAM,Sekiu,Sekiu,0.6600,1320
62203,WA,Washington,CLALLAM,Sekiu,Hoko,0.6700,1340
62204,WA,Washington,CLALLAM,Sequim,Diamond Pt,0.6700,1340
62205,WA,Washington,CLALLAM,Sequim,Dungeness,0.5800,1160
62206,WA,Washington,CLALLAM,Sequim,Gardiner,0.6000,1200
62207,WA,Washington,CLALLAM,Sequim,Sequim,0.5500,1100
62208,WA,Washington,CLALLAM,Sequim,Blyn,0.5100,1020
62209,WA,Washington,CLALLAM,Sequim,Diamond Point,0.6700,1340
62210,WA,Washington,KITSAP,Silverdale,Olympic View,0.5100,1020
62211,WA,Washington,KITSAP,South Colby,South Colby,0.6300,1260
62212,WA,Washington,PIERCE,South Prairie,South Prairie,0.6300,1260
62213,WA,Washington,KITSAP,Southworth,Southworth,0.6600,1320
62214,WA,Washington,PIERCE,Spanaway,Elk Plain,0.6900,1380
62215,WA,Washington,PIERCE,Spanaway,Spanaway,0.6500,1300
62216,WA,Washington,PIERCE,Spanaway,Loveland,0.6900,1380
62217,WA,Washington,PIERCE,Spanaway,Bethel,0.6700,1340
62218,WA,Washington,PIERCE,Steilacoom,Ketron Island,0.4900,980
62219,WA,Washington,PIERCE,Steilacoom,Ketron Is,0.6900,1380
62220,WA,Washington,PIERCE,Steilacoom,Mcneil Island,0.5500,1100
62221,WA,Washington,PIERCE,Steilacoom,Steilacoom,0.5200,1040
62222,WA,Washington,PIERCE,Sumner,Dieringer,0.7000,1400
62223,WA,Washington,PIERCE,Sumner,Edgewood,0.7000,1400
62224,WA,Washington,PIERCE,Bonney Lake,Inlet Island,0.6500,1300
62225,WA,Washington,PIERCE,Bonney Lake,Lake Tapps,0.5200,1040
62226,WA,Washington,PIERCE,Bonney Lake,Ponderosa Estates,0.5200,1040
62227,WA,Washington,PIERCE,Bonney Lake,Prairie Ridge,0.6800,1360
62228,WA,Washington,PIERCE,Bonney Lake,Tapps Island,0.6900,1380
62229,WA,Washington,PIERCE,Bonney Lake,Sumner,0.5500,1100
62230,WA,Washington,PIERCE,Bonney Lake,Snag Island,0.6000,1200
62231,WA,Washington,PIERCE,Bonney Lake,Driftwood,0.4900,980
62232,WA,Washington,PIERCE,Bonney Lake,Rhododendron Park,0.6800,1360
62233,WA,Washington,PIERCE,Bonney Lake,Cedarview,0.6000,1200
62234,WA,Washington,PIERCE,Bonney Lake,Bonney Lake,0.6900,1380
62235,WA,Washington,PIERCE,Bonney Lake,Bonney Lk,0.5800,1160
62236,WA,Washington,PIERCE,Bonney Lake,Lakeridge,0.6400,1280
62237,WA,Washington,KITSAP,Suquamish,Suquamish,0.5500,1100
62238,WA,Washington,KITSAP,Tracyton,Tracyton,0.5100,1020
62239,WA,Washington,PIERCE,Vaughn,Vaughn,0.5900,1180
62240,WA,Washington,PIERCE,Wauna,Wauna,0.6600,1320
62241,WA,Washington,PIERCE,Wilkeson,Wilkeson,0.4600,920
62242,WA,Washington,PIERCE,Longmire,Longmire,0.5400,1080
62243,WA,Washington,PIERCE,Paradise Inn,Paradise Inn,0.5600,1120
62244,WA,Washington,PIERCE,Paradise Inn,Paradise,0.5000,1000
62245,WA,Washington,PIERCE,Tacoma,Tacoma,0.6700,1340
62246,WA,Washington,PIERCE,Tacoma,Ruston,0.6300,1260
62247,WA,Washington,PIERCE,Tacoma,Lakewood,0.4700,940
62248,WA,Washington,PIERCE,Tacoma,University Of Puget Sound,0.5600,1120
62249,WA,Washington,PIERCE,Tacoma,Browns Point,0.5300,1060
62250,WA,Washington,PIERCE,Tacoma,Dash Point,0.5000,1000
62251,WA,Washington,PIERCE,Tacoma,Fife,0.5300,1060
62252,WA,Washington,PIERCE,Camp Murray,Camp Murray Natl Guard,0.4600,920
62253,WA,Washington,PIERCE,Camp Murray,Camp Murray,0.5400,1080
62254,WA,Washington,PIERCE,Camp Murray,Tacoma,0.5200,1040
62255,WA,Washington,PIERCE,Tacoma,Joint Base Lewis Mcchord,0.6900,1380
62256,WA,Washington,PIERCE,Tacoma,Lewis Mcchord,0.6800,1360
62257,WA,Washington,PIERCE,Tacoma,Madigan Hosp,0.5800,1160
62258,WA,Washington,PIERCE,Tacoma,Madigan Hospital,0.5000,1000
62259,WA,Washington,PIERCE,Tacoma,Jb Lewis Mcchord,0.5400,1080
62260,WA,Washington,PIERCE,JBLM,Jblm,0.5400,1080
62261,WA,Washington,PIERCE,Tacoma,Madigan Army Medical Center,0.5600,1120
62262,WA,Washington,PIERCE,Tacoma,Ft Lewis,0.6900,1380
62263,WA,Washington,PIERCE,Tacoma,Fort Lewis,0.4900,980
62264,WA,Washington,PIERCE,Mcchord AFB,Joint Base Lewis Mcchord,0.6500,1300
62265,WA,Washington,PIERCE,Mcchord AFB,Lewis Mcchord,0.6700,1340
62266,WA,Washington,PIERCE,Mcchord AFB,Jb Lewis Mcchord,0.5100,1020
62267,WA,Washington,PIERCE,Mcchord AFB,Tacoma,0.5800,1160
62268,WA,Washington,PIERCE,Mcchord AFB,Mcchord AFB,0.6000,1200
62269,WA,Washington,PIERCE,Lakewood,Joint Base Lewis Mcchord,0.6500,1300
62270,WA,Washington,PIERCE,Lakewood,Lakewood,0.5300,1060
62271,WA,Washington,PIERCE,Lakewood,Mc Chord AFB,0.7000,1400
62272,WA,Washington,PIERCE,Lakewood,Tacoma,0.5200,1040
62273,WA,Washington,PIERCE,Lakewood,Jb Lewis Mcchord,0.5800,1160
62274,WA,Washington,PIERCE,Lakewood,Lewis Mcchord,0.7000,1400
62275,WA,Washington,PIERCE,Lakewood,Mcchord AFB,0.6700,1340
62276,WA,Washington,PIERCE,Tacoma,Parkland,0.6300,1260
62277,WA,Washington,PIERCE,Tacoma,Pacific Lutheran University,0.5600,1120
62278,WA,Washington,PIERCE,Tacoma,University Place,0.4800,960
62279,WA,Washington,PIERCE,Tacoma,University Pl,0.5400,1080
62280,WA,Washington,PIERCE,Tacoma,Fircrest,0.6700,1340
62281,WA,Washington,PIERCE,University Place,University Place,0.6300,1260
62282,WA,Washington,PIERCE,University Place,Tacoma,0.6700,1340
62283,WA,Washington,PIERCE,University Place,University Pl,0.6000,1200
62284,WA,Washington,PIERCE,Tacoma,World Vision Brm,0.5700,1140
62285,WA,Washington,PIERCE,Tacoma,World Vision,0.5500,1100
62286,WA,Washington,PIERCE,Tacoma,Veterans Hospital,0.5400,1080
62287,WA,Washington,PIERCE,Lakewood,Oakbrook,0.4500,900
62288,WA,Washington,PIERCE,Lakewood,Fort Steilacoom,0.5500,1100
62289,WA,Washington,THURSTON,Olympia,Tumwater,0.4600,920
62290,WA,Washington,THURSTON,Olympia,Nisqually,0.7000,1400
62291,WA,Washington,THURSTON,Olympia,South Bay,0.6300,1260
62292,WA,Washington,THURSTON,Olympia,Union Mills,0.6800,1360
62293,WA,Washington,THURSTON,Olympia,Olympia,0.5600,1120
62294,WA,Washington,THURSTON,Olympia,Boston Harbor,0.6900,1380
62295,WA,Washington,THURSTON,Olympia,Oly,0.4800,960
62296,WA,Washington,THURSTON,Olympia,Schneiders Prairie,0.5400,1080
62297,WA,Washington,THURSTON,Olympia,Maytown,0.6900,1380
62298,WA,Washington,THURSTON,Olympia,South Sound,0.5300,1060
62299,WA,Washington,THURSTON,Olympia,Thompson Place,0.4500,900
62300,WA,Washington,THURSTON,Olympia,Offutt Lake,0.4900,980
62301,WA,Washington,THURSTON,Lacey,Olympia,0.6000,1200
62302,WA,Washington,THURSTON,Lacey,Lacey,0.6400,1280
62303,WA,Washington,THURSTON,Olympia,Washington State Department,0.4700,940
62304,WA,Washington,THURSTON,Olympia,Evergreen State College,0.6400,1280
62305,WA,Washington,THURSTON,Olympia,Lacey,0.5700,1140
62306,WA,Washington,THURSTON,Tumwater,Olympia,0.5900,1180
62307,WA,Washington,THURSTON,Tumwater,Tumwater,0.6700,1340
62308,WA,Washington,GRAYS HARBOR,Aberdeen,Aberdeen Gardens,0.5100,1020
62309,WA,Washington,GRAYS HARBOR,Aberdeen,Bay City,0.4700,940
62310,WA,Washington,GRAYS HARBOR,Aberdeen,Aberdeen,0.5500,1100
62311,WA,Washington,GRAYS HARBOR,Aberdeen,Wishkah,0.5800,1160
62312,WA,Washington,GRAYS HARBOR,Aberdeen,Central Park,0.5600,1120
62313,WA,Washington,GRAYS HARBOR,Aberdeen,Junction City,0.5200,1040
62314,WA,Washington,GRAYS HARBOR,Aberdeen,Markham,0.5700,1140
62315,WA,Washington,GRAYS HARBOR,Aberdeen,Ocosta,0.6900,1380
62316,WA,Washington,GRAYS HARBOR,Aberdeen,South Aberdeen,0.4600,920
62317,WA,Washington,GRAYS HARBOR,Aberdeen,Bench Drive,0.5100,1020
62318,WA,Washington,LEWIS,Adna,Adna,0.6500,1300
62319,WA,Washington,MASON,Allyn,Allyn,0.4800,960
62320,WA,Washington,GRAYS HARBOR,Amanda Park,Amanda Park,0.6000,1200
62321,WA,Washington,PACIFIC,Bay Center,Bay Center,0.5800,1160
62322,WA,Washington,MASON,Belfair,Belfair,0.4800,960
62323,WA,Washington,THURSTON,Bucoda,Bucoda,0.7000,1400
62324,WA,Washington,LEWIS,Centralia,Fords Prairie,0.5000,1000
62325,WA,Washington,LEWIS,Centralia,Grand Mound,0.5200,1040
62326,WA,Washington,LEWIS,Centralia,Waunch Prairie,0.5400,1080
62327,WA,Washington,LEWIS,Centralia,Centralia,0.4600,920
62328,WA,Washington,LEWIS,Chehalis,Claquato,0.4900,980
62329,WA,Washington,LEWIS,Chehalis,Napavine,0.5700,1140
62330,WA,Washington,LEWIS,Chehalis,Boistfort,0.4700,940
62331,WA,Washington,LEWIS,Chehalis,Forest,0.4600,920
62332,WA,Washington,LEWIS,Chehalis,Ceres,0.5900,1180
62333,WA,Washington,LEWIS,Chehalis,Dryad,0.6600,1320
62334,WA,Washington,LEWIS,Chehalis,Littell,0.6700,1340
62335,WA,Washington,LEWIS,Chehalis,Bunker,0.5600,1120
62336,WA,Washington,LEWIS,Chehalis,Newaukum,0.5100,1020
62337,WA,Washington,LEWIS,Chehalis,Guerrier,0.4500,900
62338,WA,Washington,LEWIS,Chehalis,Chehalis,0.5500,1100
62339,WA,Washington,LEWIS,Chehalis,Marys Corner,0.5800,1160
62340,WA,Washington,LEWIS,Cinebar,Cinebar,0.5400,1080
62341,WA,Washington,GRAYS HARBOR,Copalis Beach,Copalis Beach,0.5000,1000
62342,WA,Washington,GRAYS HARBOR,Copalis Crossing,Copalis Crossing,0.4600,920
62343,WA,Washington,GRAYS HARBOR,Copalis Crossing,Carlisle,0.6800,1360
62344,WA,Washington,GRAYS HARBOR,Copalis Crossing,Copalis Xing,0.5800,1160
62345,WA,Washington,GRAYS HARBOR,Cosmopolis,Cosmopolis,0.7000,1400
62346,WA,Washington,LEWIS,Curtis,Klaber,0.6000,1200
62347,WA,Washington,LEWIS,Curtis,Wildwood,0.5600,1120
62348,WA,Washington,LEWIS,Curtis,Curtis,0.4800,960
62349,WA,Washington,LEWIS,Curtis,Kalber,0.7000,1400
62350,WA,Washington,LEWIS,Doty,Doty,0.4900,980
62351,WA,Washington,THURSTON,East Olympia,East Olympia,0.5400,1080
62352,WA,Washington,THURSTON,East Olympia,Kellys Korner,0.6400,1280
62353,WA,Washington,GRAYS HARBOR,Elma,Elma,0.5400,1080
62354,WA,Washington,GRAYS HARBOR,Elma,Saginaw,0.4800,960
62355,WA,Washington,GRAYS HARBOR,Elma,Deckerville,0.6700,1340
62356,WA,Washington,GRAYS HARBOR,Elma,Whites,0.6300,1260
62357,WA,Washington,GRAYS HARBOR,Elma,South Elma,0.5000,1000
62358,WA,Washington,LEWIS,Ethel,Ethel,0.6700,1340
62359,WA,Washington,LEWIS,Galvin,Galvin,0.6500,1300
62360,WA,Washington,MASON,Grapeview,Grapeview,0.4600,920
62361,WA,Washington,GRAYS HARBOR,Grayland,Heather,0.5700,1140
62362,WA,Washington,GRAYS HARBOR,Grayland,Grayland,0.6900,1380
62363,WA,Washington,MASON,Hoodsport,Hoodsport,0.4600,920
62364,WA,Washington,MASON,Hoodsport,Cushman Dam,0.5700,1140
62365,WA,Washington,GRAYS HARBOR,Hoquiam,Newton,0.5900,1180
62366,WA,Washington,GRAYS HARBOR,Hoquiam,New London,0.6800,1360
62367,WA,Washington,GRAYS HARBOR,Hoquiam,Grays Harbor City,0.6500,1300
62368,WA,Washington,GRAYS HARBOR,Hoquiam,Woodlawn,0.6500,1300
62369,WA,Washington,GRAYS HARBOR,Hoquiam,Nisson,0.4900,980
62370,WA,Washington,GRAYS HARBOR,Hoquiam,Hoquiam,0.6300,1260
62371,WA,Washington,GRAYS HARBOR,Hoquiam,Chenois Creek,0.6000,1200
62372,WA,Washington,GRAYS HARBOR,Hoquiam,Gray Gables,0.6900,1380
62373,WA,Washington,GRAYS HARBOR,Hoquiam,Oyhat,0.4600,920
62374,WA,Washington,GRAYS HARBOR,Humptulips,Humptulips,0.6300,1260
62375,WA,Washington,PACIFIC,Lebam,Lebam,0.4600,920
62376,WA,Washington,MASON,Lilliwaup,Eldon,0.4900,980
62377,WA,Washington,MASON,Lilliwaup,Lilliwaup,0.6200,1240
62378,WA,Washington,THURSTON,Littlerock,Littlerock,0.6900,1380
62379,WA,Washington,GRAYS HARBOR,Mccleary,Garden City,0.6100,1220
62380,WA,Washington,GRAYS HARBOR,Mccleary,Hillgrove,0.6900,1380
62381,WA,Washington,GRAYS HARBOR,Mccleary,Mccleary,0.5100,1020
62382,WA,Washington,GRAYS HARBOR,Mccleary,Mc Cleary,0.6100,1220
62383,WA,Washington,PIERCE,Mckenna,Mckenna,0.5100,1020
62384,WA,Washington,PIERCE,Mckenna,Mc Kenna,0.7000,1400
62385,WA,Washington,GRAYS HARBOR,Malone,Malone,0.5800,1160
62386,WA,Washington,MASON,Matlock,Matlock,0.5600,1120
62387,WA,Washington,PACIFIC,Menlo,Menlo,0.5600,1120
62388,WA,Washington,GRAYS HARBOR,Moclips,Moclips,0.6100,1220
62389,WA,Washington,GRAYS HARBOR,Montesano,Montesano,0.6100,1220
62390,WA,Washington,GRAYS HARBOR,Montesano,Alder Grove,0.4700,940
62391,WA,Washington,GRAYS HARBOR,Montesano,Brady,0.5500,1100
62392,WA,Washington,GRAYS HARBOR,Montesano,Grisdale,0.6400,1280
62393,WA,Washington,GRAYS HARBOR,Montesano,Melbourne,0.4600,920
62394,WA,Washington,GRAYS HARBOR,Montesano,Preachers Slough,0.6300,1260
62395,WA,Washington,GRAYS HARBOR,Montesano,South Montesano,0.4800,960
62396,WA,Washington,LEWIS,Mossyrock,Mossyrock,0.4800,960
62397,WA,Washington,LEWIS,Mossyrock,Ajlune,0.6700,1340
62398,WA,Washington,LEWIS,Napavine,Napavine,0.6300,1260
62399,WA,Washington,GRAYS HARBOR,Neilton,Neilton,0.6700,1340
62400,WA,Washington,GRAYS HARBOR,Oakville,Cedarville,0.6800,1360
62401,WA,Washington,GRAYS HARBOR,Oakville,Gibson Creek,0.4700,940
62402,WA,Washington,GRAYS HARBOR,Oakville,Oakville,0.5200,1040
62403,WA,Washington,GRAYS HARBOR,Ocean Shores,Ocean Shores,0.4700,940
62404,WA,Washington,GRAYS HARBOR,Ocean Shores,Ocean City,0.5400,1080
62405,WA,Washington,LEWIS,Onalaska,Alpha,0.7000,1400
62406,WA,Washington,LEWIS,Onalaska,Onalaska,0.6300,1260
62407,WA,Washington,LEWIS,Onalaska,Lacamas,0.5100,1020
62408,WA,Washington,GRAYS HARBOR,Pacific Beach,Pacific Beach,0.6000,1200
62409,WA,Washington,GRAYS HARBOR,Pacific Beach,Aloha,0.5400,1080
62410,WA,Washington,LEWIS,Pe Ell,Pe Ell,0.5400,1080
62411,WA,Washington,LEWIS,Pe Ell,Peell,0.6600,1320
62412,WA,Washington,GRAYS HARBOR,Quinault,Quinault,0.6800,1360
62413,WA,Washington,THURSTON,Rainier,Vail,0.5300,1060
62414,WA,Washington,THURSTON,Rainier,Rainier,0.5700,1140
62415,WA,Washington,PACIFIC,Raymond,Old Willapa,0.6600,1320
62416,WA,Washington,PACIFIC,Raymond,Frances,0.4600,920
62417,WA,Washington,PACIFIC,Raymond,Willapa,0.6300,1260
62418,WA,Washington,PACIFIC,Raymond,Raymond,0.5800,1160
62419,WA,Washington,PACIFIC,Raymond,Firdale,0.6000,1200
62420,WA,Washington,PACIFIC,Raymond,Holcomb,0.5000,1000
62421,WA,Washington,THURSTON,Rochester,Gate,0.5800,1160
62422,WA,Washington,THURSTON,Rochester,Rochester,0.5700,1140
62423,WA,Washington,PIERCE,Roy,Roy,0.4500,900
62424,WA,Washington,COWLITZ,Ryderwood,Ryderwood,0.6800,1360
62425,WA,Washington,LEWIS,Salkum,Salkum,0.5200,1040
62426,WA,Washington,GRAYS HARBOR,Satsop,Satsop,0.6000,1200
62427,WA,Washington,MASON,Shelton,Kamilche,0.5300,1060
62428,WA,Washington,MASON,Shelton,Skokomish Nation,0.6700,1340
62429,WA,Washington,MASON,Shelton,Shelton,0.5000,1000
62430,WA,Washington,MASON,Shelton,Skok,0.5600,1120
62431,WA,Washington,MASON,Shelton,Harstine,0.6000,1200
62432,WA,Washington,MASON,Shelton,Skokomish,0.6900,1380
62433,WA,Washington,LEWIS,Silver Creek,Harmony,0.4800,960
62434,WA,Washington,LEWIS,Silver Creek,Silver Creek,0.4800,960
62435,WA,Washington,PACIFIC,South Bend,South Bend,0.6600,1320
62436,WA,Washington,PACIFIC,South Bend,Nemah,0.4500,900
62437,WA,Washington,GRAYS HARBOR,Taholah,Taholah,0.5800,1160
62438,WA,Washington,MASON,Tahuya,Tahuya,0.5600,1120
62439,WA,Washington,THURSTON,Tenino,Tenino,0.6400,1280
62440,WA,Washington,PACIFIC,Tokeland,North Cove,0.6800,1360
62441,WA,Washington,PACIFIC,Tokeland,Tokeland,0.6200,1240
62442,WA,Washington,LEWIS,Toledo,Knab,0.7000,1400
62443,WA,Washington,LEWIS,Toledo,Toledo,0.6300,1260
62444,WA,Washington,MASON,Union,Union,0.6700,1340
62445,WA,Washington,LEWIS,Vader,Vader,0.7000,1400
62446,WA,Washington,GRAYS HARBOR,Westport,Cohasset Beach,0.6300,1260
62447,WA,Washington,GRAYS HARBOR,Westport,Westport,0.5600,1120
62448,WA,Washington,LEWIS,Winlock,Evaline,0.5100,1020
62449,WA,Washington,LEWIS,Winlock,Saint Urbans,0.6700,1340
62450,WA,Washington,LEWIS,Winlock,Winlock,0.7000,1400
62451,WA,Washington,THURSTON,Yelm,Yelm,0.4700,940
62452,WA,Washington,THURSTON,Olympia,Olympia Brm,0.5700,1140
62453,WA,Washington,CLARK,Amboy,Amboy,0.6600,1320
62454,WA,Washington,CLARK,Amboy,Chelatchie,0.6200,1240
62455,WA,Washington,KLICKITAT,Appleton,Appleton,0.4700,940
62456,WA,Washington,COWLITZ,Ariel,Ariel,0.4600,920
62457,WA,Washington,COWLITZ,Ariel,Yale,0.6000,1200
62458,WA,Washington,CLARK,Battle Ground,Battle Ground,0.6000,1200
62459,WA,Washington,CLARK,Battle Ground,Battleground,0.6300,1260
62460,WA,Washington,KLICKITAT,Bingen,Cook,0.5600,1120
62461,WA,Washington,KLICKITAT,Bingen,Bingen,0.6600,1320
62462,WA,Washington,CLARK,Brush Prairie,Brush Prairie,0.5000,1000
62463,WA,Washington,CLARK,Camas,Camas,0.5500,1100
62464,WA,Washington,COWLITZ,Carrolls,Carrolls,0.5800,1160
62465,WA,Washington,SKAMANIA,Carson,Carson,0.5500,1100
